Loan Amount,Loan Term,Employment Length,Home Ownership,Annual Income,Loan Purpose,Address State,Debt To Income Ratio,No. Delinquencies In Last 2 Years,Earliest Credit Line Opened,FICO Credit Score,No. Inquiries In Last 6 Months,Months Since Last Delinquency,No. Of Credit Lines,No. Adverse Public Records,Total Credit Balance,Use Of Credit Line,Total Number Of Credit Lines,Loan Application Description,No. Of Public Record Bankruptcies,Class
7750,36 Months,10.0,MORTGAGE,65619.0,Debt Consolidation,CA,19.91,None,31552.159030000003,680.0,2.0,32,9.0,None,6448.0,96.6,24.0,463,None,Uncreditworthy
35000,60 Months,9.0,MORTGAGE,87295.0,Home Improvement,CA,13.69,None,33994.513889999995,695.0,2.0,42,6.0,None,50000.0,32.6,17.0,152,None,Uncreditworthy
30000,60 Months,10.0,RENT,120000.0,Debt Consolidation,HI,28.65,None,34952.213189999995,670.0,1.0,52,9.0,None,50000.0,96.0,26.0,641,None,Uncreditworthy
10000,36 Months,10.0,OWN,120000.0,Small Business,TX,6.31,None,33310.21181,660.0,0.0,0,11.0,None,28653.0,89.3,16.0,150,None,Uncreditworthy
12000,36 Months,10.0,MORTGAGE,81232.0,Debt Consolidation,CO,19.13,None,34862.16528,705.0,0.0,0,14.0,None,22754.0,78.7,39.0,65,None,Creditworthy
8000,36 Months,1.0,RENT,46875.0,Other,NY,17.15,None,38803.241669999996,710.0,2.0,0,13.0,None,9839.0,23.9,13.0,0,None,Creditworthy
20000,60 Months,3.0,MORTGAGE,64480.0,Credit Card,NV,15.97,None,30000.0,695.0,0.0,0,18.0,One,25058.0,73.1,32.0,0,One,Uncreditworthy
4000,36 Months,9.0,MORTGAGE,90000.0,Debt Consolidation,MI,8.97,None,35365.361110000005,755.0,0.0,0,8.0,None,50000.0,31.0,21.0,410,None,Creditworthy
14000,36 Months,0.5,RENT,88000.0,Debt Consolidation,NY,12.46,None,36400.24375,705.0,0.0,0,12.0,None,15115.0,47.4,35.0,403,None,Creditworthy
2000,36 Months,10.0,MORTGAGE,60000.0,Other,KS,12.44,None,35952.29028,735.0,0.0,0,5.0,None,3770.0,49.9,12.0,0,None,Creditworthy
9000,36 Months,9.0,OWN,60000.0,Major Purchase,CA,1.68,None,36317.20625,685.0,3.0,52,5.0,None,2155.0,34.8,8.0,137,None,Creditworthy
15000,36 Months,0.5,MORTGAGE,55000.0,Credit Card,OH,17.63,None,35944.34792,760.0,6.0,0,9.0,None,7175.0,21.0,31.0,345,None,Creditworthy
20000,36 Months,9.0,RENT,65000.0,Debt Consolidation,MN,17.22,Two,36589.15486,660.0,0.0,15,6.0,None,7754.0,91.2,30.0,72,None,Creditworthy
15000,60 Months,3.0,RENT,24000.0,Debt Consolidation,CA,7.7,None,35793.132639999996,760.0,0.0,0,5.0,None,5810.0,19.1,9.0,192,None,Creditworthy
8000,36 Months,3.0,RENT,50000.0,Other,MD,8.78,None,35514.08403,700.0,0.0,59,2.0,None,0.0,0.0,8.0,408,None,Creditworthy
10525,60 Months,6.0,RENT,67275.0,Car,CA,14.54,None,37416.383330000004,690.0,0.0,0,10.0,None,18764.0,80.3,13.0,49,None,Creditworthy
22800,36 Months,10.0,OWN,130000.0,Home Improvement,CA,23.43,None,35966.31944,790.0,1.0,0,6.0,None,682.0,3.3,15.0,0,None,Creditworthy
3000,36 Months,4.0,OWN,30000.0,Other,NY,1.68,One,38628.44792,665.0,2.0,23,6.0,None,2654.0,39.0,14.0,1,None,Creditworthy
16000,36 Months,0.5,RENT,74000.0,Debt Consolidation,SD,5.69,None,38323.17569,700.0,3.0,0,7.0,None,10848.0,78.0,16.0,0,None,Creditworthy
2500,36 Months,10.0,RENT,82400.0,Other,OK,2.13,One,34852.35347,685.0,0.0,2,3.0,None,0.0,0.0,13.0,311,None,Creditworthy
8000,36 Months,10.0,RENT,55000.0,Debt Consolidation,VA,21.77,None,35572.04444,720.0,0.0,0,9.0,None,10089.0,37.5,37.0,0,None,Creditworthy
5050,36 Months,4.0,RENT,74000.0,Debt Consolidation,DC,8.16,None,35031.32778,780.0,0.0,0,15.0,None,3751.0,4.7,27.0,1000,None,Creditworthy
25450,60 Months,2.0,MORTGAGE,142000.0,Other,CO,3.93,None,37520.539580000004,665.0,3.0,24,7.0,None,1799.0,7.7,59.0,955,None,Creditworthy
3600,36 Months,9.0,MORTGAGE,59000.0,Medical,OH,21.82,None,36411.35694,735.0,2.0,0,10.0,None,14602.0,36.6,27.0,0,None,Creditworthy
2500,36 Months,0.5,MORTGAGE,75000.0,Home Improvement,NE,20.0,None,34374.12569,770.0,3.0,0,9.0,None,269.0,3.8,35.0,37,None,Uncreditworthy
8000,36 Months,5.0,RENT,75000.0,Car,FL,10.03,None,36450.27708,665.0,2.0,29,9.0,None,2646.0,22.2,15.0,78,None,Creditworthy
2500,36 Months,0.0,OWN,8412.0,Other,WI,16.41,None,30000.0,755.0,2.0,58,12.0,None,9.0,0.0,30.0,0,None,Uncreditworthy
10000,36 Months,10.0,MORTGAGE,50004.0,Home Improvement,TX,1.03,None,36557.07292,805.0,0.0,0,6.0,None,2161.0,13.2,13.0,197,None,Creditworthy
25000,36 Months,10.0,OWN,70000.0,Debt Consolidation,TX,22.13,None,33228.5375,685.0,2.0,0,11.0,None,28456.0,87.6,19.0,275,None,Creditworthy
5000,36 Months,6.0,MORTGAGE,48000.0,Debt Consolidation,MI,14.93,None,35969.37639,685.0,3.0,0,16.0,One,16394.0,70.7,33.0,309,One,Creditworthy
6000,60 Months,5.0,OWN,45996.0,Other,MA,16.72,None,36706.36528,715.0,2.0,0,4.0,None,12713.0,73.5,11.0,445,None,Uncreditworthy
13000,36 Months,0.5,RENT,43200.0,Debt Consolidation,CT,11.08,None,36973.434030000004,670.0,0.0,33,4.0,None,2350.0,63.5,10.0,583,None,Creditworthy
21000,60 Months,5.0,MORTGAGE,120000.0,Credit Card,CA,13.51,None,34765.14167,700.0,0.0,0,10.0,None,50000.0,88.9,19.0,598,None,Creditworthy
24000,60 Months,8.0,RENT,200000.0,Major Purchase,WA,9.13,None,33254.525689999995,690.0,1.0,37,18.0,None,50000.0,74.6,48.0,329,None,Creditworthy
29175,60 Months,10.0,MORTGAGE,80000.0,Debt Consolidation,WI,22.34,None,35758.07847,695.0,1.0,0,15.0,None,24932.0,62.2,35.0,0,None,Creditworthy
4000,36 Months,1.0,RENT,28800.0,Debt Consolidation,FL,7.83,None,38387.48958,675.0,0.0,0,5.0,None,3323.0,75.5,6.0,265,None,Uncreditworthy
3600,36 Months,2.0,RENT,25000.0,Debt Consolidation,CA,9.22,One,37268.53333,670.0,3.0,13,5.0,None,4274.0,83.9,15.0,86,None,Uncreditworthy
15000,36 Months,10.0,OWN,46776.0,Debt Consolidation,OH,10.03,None,35395.37014,670.0,0.0,0,11.0,None,9288.0,71.4,30.0,25,None,Creditworthy
6600,36 Months,1.0,RENT,41000.0,Debt Consolidation,MA,10.74,None,35028.48889,750.0,1.0,0,6.0,None,7112.0,50.4,19.0,304,None,Creditworthy
5000,36 Months,2.0,RENT,32968.0,Debt Consolidation,FL,16.74,None,37850.28056,665.0,2.0,0,10.0,None,4925.0,40.0,11.0,545,None,Creditworthy
8600,36 Months,10.0,MORTGAGE,50000.0,Other,IL,2.88,None,35485.375,710.0,3.0,53,8.0,None,1076.0,8.7,26.0,509,None,Uncreditworthy
10000,36 Months,10.0,MORTGAGE,125000.0,Major Purchase,CA,23.95,None,35985.15486,740.0,0.0,49,19.0,None,8815.0,24.5,43.0,197,None,Creditworthy
17400,60 Months,2.0,RENT,67000.0,Credit Card,TX,23.61,None,36099.12083,680.0,1.0,48,11.0,None,21479.0,78.3,22.0,792,None,Creditworthy
12000,36 Months,3.0,RENT,70000.0,Debt Consolidation,NJ,15.79,None,36856.24931,720.0,0.0,0,9.0,None,14431.0,54.6,22.0,0,None,Creditworthy
1000,36 Months,4.0,RENT,60000.0,Vacation,CA,2.58,None,36866.463189999995,690.0,1.0,62,3.0,One,5630.0,62.6,11.0,59,One,Uncreditworthy
20000,36 Months,10.0,OWN,180000.0,Major Purchase,MA,0.2,One,34946.32222,705.0,0.0,10,4.0,None,255.0,0.8,10.0,0,None,Creditworthy
10000,36 Months,10.0,RENT,70000.0,Debt Consolidation,DC,6.31,None,36331.53819,735.0,2.0,0,11.0,None,20423.0,46.7,41.0,13,None,Uncreditworthy
5375,36 Months,7.0,MORTGAGE,139913.0,Credit Card,MD,15.13,None,30927.065280000003,725.0,0.0,75,14.0,None,50000.0,58.7,28.0,256,None,Creditworthy
11300,36 Months,7.0,MORTGAGE,36000.0,Credit Card,FL,16.33,None,35966.523610000004,690.0,1.0,79,9.0,None,18905.0,74.7,22.0,62,None,Creditworthy
2800,36 Months,0.5,NOne,120000.0,Other,MA,15.0,None,36281.29167,740.0,1.0,0,6.0,None,8155.0,14.9,8.0,178,None,Creditworthy
15000,36 Months,2.0,MORTGAGE,75000.0,Debt Consolidation,CA,11.58,None,35419.32569,705.0,0.0,0,9.0,None,20133.0,76.8,28.0,340,None,Creditworthy
1600,36 Months,0.5,RENT,42700.0,Other,NV,7.5,None,33480.47153,710.0,0.0,0,6.0,None,6693.0,69.0,10.0,266,None,Creditworthy
8000,36 Months,0.5,RENT,72000.0,Major Purchase,TX,1.33,None,37903.159719999996,755.0,0.0,0,3.0,None,4917.0,51.8,16.0,764,None,Creditworthy
18000,36 Months,4.0,MORTGAGE,150000.0,Credit Card,NY,24.03,None,35218.20694,670.0,1.0,25,12.0,None,28846.0,57.9,24.0,223,None,Uncreditworthy
5000,60 Months,8.0,MORTGAGE,92070.0,Debt Consolidation,UT,8.65,None,32874.20556,675.0,0.0,63,7.0,None,11187.0,77.2,21.0,0,None,Creditworthy
10000,36 Months,5.0,RENT,47000.0,Debt Consolidation,HI,16.57,None,36949.522919999996,680.0,0.0,0,18.0,One,9018.0,67.8,24.0,891,One,Creditworthy
16000,36 Months,4.0,RENT,60000.0,Debt Consolidation,PA,21.06,None,34503.26458,700.0,0.0,0,26.0,None,14183.0,38.5,29.0,0,None,Creditworthy
9000,36 Months,10.0,MORTGAGE,57000.0,Credit Card,FL,12.32,None,36330.179169999996,665.0,3.0,49,21.0,None,20125.0,45.8,32.0,184,None,Creditworthy
5000,36 Months,0.0,RENT,12000.0,Other,NY,8.5,None,33240.38194,725.0,0.0,0,6.0,None,3258.0,74.0,13.0,0,None,Creditworthy
26000,36 Months,4.0,MORTGAGE,96400.0,Debt Consolidation,MI,16.85,One,34895.18611,665.0,1.0,14,19.0,None,36202.0,66.5,49.0,479,None,Uncreditworthy
18225,36 Months,0.0,RENT,37596.0,Debt Consolidation,NY,25.76,None,33774.42708,730.0,0.0,0,9.0,None,1308.0,28.4,24.0,467,None,Creditworthy
6500,36 Months,0.5,RENT,34000.0,Credit Card,CO,20.44,None,38518.148610000004,710.0,1.0,0,8.0,None,6667.0,87.7,22.0,157,None,Uncreditworthy
10000,36 Months,1.0,RENT,50000.0,Debt Consolidation,RI,13.06,One,34204.26528,665.0,0.0,18,7.0,None,6960.0,45.2,32.0,299,None,Uncreditworthy
5000,36 Months,9.0,MORTGAGE,95000.0,Vacation,OH,20.64,None,36412.51319,680.0,3.0,0,14.0,None,42576.0,94.6,43.0,118,None,Creditworthy
6000,36 Months,2.0,MORTGAGE,35000.0,Other,TX,11.79,One,30429.30278,770.0,0.0,19,9.0,None,1490.0,5.6,26.0,386,None,Creditworthy
4000,60 Months,0.5,RENT,38000.0,Other,NC,12.54,None,35705.21667,675.0,2.0,0,5.0,One,3276.0,81.9,16.0,157,One,Creditworthy
24000,36 Months,10.0,MORTGAGE,82000.0,Home Improvement,OK,14.22,None,30000.0,760.0,0.0,0,8.0,None,11058.0,44.1,19.0,244,None,Creditworthy
15000,36 Months,5.0,MORTGAGE,105000.0,Debt Consolidation,PA,23.42,None,36974.27708,665.0,3.0,51,12.0,None,38303.0,90.1,28.0,146,None,Creditworthy
7000,36 Months,3.0,RENT,51600.0,Car,NV,21.13,None,34881.1125,705.0,0.0,0,8.0,None,14418.0,61.1,13.0,0,None,Creditworthy
9600,36 Months,10.0,RENT,41500.0,Debt Consolidation,MA,8.62,None,37375.42222,720.0,0.0,0,4.0,None,8915.0,70.8,6.0,118,None,Creditworthy
7800,60 Months,5.0,RENT,95000.0,Debt Consolidation,NY,23.1,None,34228.26458,690.0,0.0,52,19.0,None,32517.0,86.9,29.0,0,None,Creditworthy
4800,60 Months,8.0,RENT,70248.0,Debt Consolidation,TX,23.35,None,36951.31319,670.0,1.0,40,13.0,None,4918.0,47.3,28.0,283,None,Uncreditworthy
6300,36 Months,1.0,RENT,54000.0,Car,NV,16.33,One,30243.42778,695.0,0.0,15,16.0,One,32239.0,65.0,38.0,0,One,Creditworthy
18000,36 Months,7.0,MORTGAGE,85000.0,Debt Consolidation,CO,16.05,None,35483.190969999996,730.0,1.0,0,10.0,None,18503.0,54.4,31.0,0,None,Creditworthy
11500,36 Months,6.0,MORTGAGE,52000.0,Debt Consolidation,MN,19.04,None,33011.25694,790.0,2.0,0,16.0,None,13788.0,16.7,48.0,0,None,Creditworthy
12000,36 Months,3.0,RENT,60000.0,Medical,CA,4.32,None,33033.47847,750.0,0.0,0,8.0,None,3428.0,6.1,11.0,1000,None,Creditworthy
22000,60 Months,5.0,RENT,80000.0,Credit Card,NJ,9.48,None,37766.08194,760.0,3.0,0,6.0,None,5595.0,23.1,19.0,0,None,Uncreditworthy
12700,60 Months,10.0,MORTGAGE,70000.0,Home Improvement,PA,19.47,None,32671.405560000003,775.0,0.0,75,12.0,None,14787.0,34.3,40.0,0,None,Creditworthy
25000,36 Months,0.5,RENT,150000.0,Credit Card,CA,7.84,None,34335.15556,695.0,0.0,0,6.0,None,31405.0,95.7,20.0,525,None,Creditworthy
16800,36 Months,10.0,OWN,58000.0,Debt Consolidation,TX,31.39,None,31097.106939999998,675.0,1.0,0,18.0,None,18792.0,57.8,36.0,80,None,Uncreditworthy
4000,36 Months,5.0,MORTGAGE,54000.0,Car,MO,10.76,One,38308.35833,725.0,0.0,15,7.0,None,44.0,0.3,16.0,365,None,Creditworthy
25000,36 Months,4.0,MORTGAGE,112000.0,Small Business,TX,14.36,None,30035.49097,685.0,2.0,41,12.0,None,43863.0,82.0,25.0,168,None,Uncreditworthy
2000,36 Months,3.0,MORTGAGE,34800.0,Small Business,TX,20.41,None,37561.152780000004,700.0,0.0,37,8.0,None,239.0,9.2,11.0,87,None,Creditworthy
18000,60 Months,2.0,RENT,48000.0,Debt Consolidation,TX,20.65,None,38063.097219999996,710.0,1.0,0,9.0,None,8166.0,24.1,19.0,0,None,Uncreditworthy
3000,36 Months,4.0,RENT,42996.0,Major Purchase,PA,3.77,None,35269.40208,805.0,0.0,0,6.0,None,133.0,0.3,12.0,124,None,Creditworthy
16000,60 Months,10.0,MORTGAGE,75000.0,Debt Consolidation,HI,11.52,None,34966.070830000004,660.0,3.0,0,10.0,None,37216.0,93.5,28.0,295,None,Creditworthy
3600,36 Months,10.0,OWN,65000.0,Major Purchase,KY,13.77,None,36281.525,705.0,2.0,0,6.0,None,14593.0,80.2,23.0,175,None,Creditworthy
12400,60 Months,3.0,MORTGAGE,81000.0,Credit Card,FL,9.02,None,36389.04306,725.0,0.0,0,6.0,None,12556.0,66.4,16.0,92,None,Creditworthy
10000,36 Months,3.0,MORTGAGE,137004.0,Debt Consolidation,NJ,13.02,None,31388.24167,775.0,1.0,0,20.0,None,18623.0,28.8,50.0,123,None,Creditworthy
35000,36 Months,5.0,RENT,85000.0,Debt Consolidation,IL,17.73,None,37079.411810000005,735.0,0.0,0,7.0,None,16720.0,61.5,13.0,291,None,Creditworthy
10500,60 Months,10.0,MORTGAGE,36729.6,Credit Card,MN,20.16,None,33604.42639,765.0,5.0,0,13.0,None,6847.0,32.9,30.0,194,None,Uncreditworthy
23675,60 Months,10.0,MORTGAGE,96000.0,Debt Consolidation,FL,19.27,None,35999.30556,715.0,1.0,0,8.0,None,14191.0,99.9,36.0,60,None,Creditworthy
22800,60 Months,6.0,MORTGAGE,144500.0,Credit Card,MI,8.87,None,35434.44236,695.0,0.0,0,9.0,None,31058.0,85.1,16.0,374,None,Uncreditworthy
4350,36 Months,2.0,RENT,30000.0,Credit Card,CA,5.04,None,38789.47083,685.0,0.0,0,7.0,None,3327.0,35.0,7.0,0,None,Creditworthy
9500,36 Months,4.0,RENT,64000.0,Small Business,WA,9.51,None,35482.475,695.0,1.0,35,11.0,None,17105.0,38.8,26.0,547,None,Creditworthy
20000,36 Months,3.0,RENT,110000.0,Debt Consolidation,CA,11.5,None,31704.47292,715.0,2.0,32,13.0,None,990.0,27.2,31.0,0,None,Creditworthy
24000,36 Months,10.0,MORTGAGE,80000.0,Moving,NY,15.45,One,34032.2625,705.0,1.0,22,13.0,None,11587.0,50.6,34.0,61,None,Creditworthy
16000,60 Months,4.0,MORTGAGE,45000.0,Debt Consolidation,FL,7.84,None,38882.31111,670.0,0.0,0,8.0,None,7054.0,82.0,13.0,140,None,Uncreditworthy
2500,36 Months,0.5,RENT,21996.0,Credit Card,FL,17.13,One,36762.2875,705.0,1.0,19,12.0,None,9847.0,44.4,45.0,181,None,Creditworthy
10000,60 Months,9.0,RENT,60000.0,Moving,GA,23.12,Two,36590.267360000005,665.0,0.0,18,9.0,None,6300.0,31.3,13.0,0,None,Uncreditworthy
15000,36 Months,5.0,RENT,31200.0,Credit Card,AZ,13.04,None,33675.12292,725.0,0.0,0,6.0,None,16566.0,43.0,11.0,321,None,Creditworthy
18000,36 Months,0.5,RENT,55000.0,Debt Consolidation,CA,12.37,None,36127.12431,735.0,0.0,0,9.0,None,17461.0,51.2,23.0,0,None,Creditworthy
13000,36 Months,5.0,RENT,40000.0,Other,CA,23.85,None,35710.392360000005,685.0,0.0,0,8.0,None,24119.0,91.7,28.0,1,None,Creditworthy
25225,36 Months,0.0,RENT,58000.0,Credit Card,AZ,32.3,None,38115.45,675.0,2.0,0,13.0,None,16574.0,92.6,20.0,220,None,Creditworthy
5000,36 Months,7.0,RENT,50000.0,Credit Card,WI,14.83,Two,36807.142360000005,685.0,0.0,2,7.0,None,5833.0,42.9,15.0,0,None,Creditworthy
9600,36 Months,0.0,RENT,24000.0,Debt Consolidation,CA,17.1,None,33391.51111,730.0,3.0,49,18.0,None,10793.0,20.7,59.0,354,None,Creditworthy
9000,36 Months,10.0,MORTGAGE,91200.0,Other,VA,0.0,None,34665.32917,795.0,0.0,0,2.0,None,0.0,0.0,10.0,298,None,Uncreditworthy
10000,36 Months,10.0,MORTGAGE,78000.0,Debt Consolidation,TX,16.15,None,37823.07431,695.0,3.0,39,14.0,None,3466.0,25.1,23.0,256,None,Creditworthy
8000,36 Months,2.0,MORTGAGE,35000.0,Credit Card,AR,8.13,None,34647.523610000004,695.0,1.0,71,6.0,One,8690.0,81.2,25.0,1000,One,Creditworthy
11500,36 Months,5.0,OWN,35000.0,Credit Card,MN,23.45,None,36030.116669999996,690.0,0.0,0,7.0,None,9946.0,60.7,16.0,0,None,Creditworthy
18500,36 Months,2.0,RENT,38000.0,Debt Consolidation,UT,10.33,None,35286.17708,755.0,2.0,0,12.0,None,17898.0,33.5,51.0,129,None,Creditworthy
12000,60 Months,4.0,MORTGAGE,43320.0,Debt Consolidation,WI,7.09,One,35799.39444,685.0,0.0,9,12.0,None,11354.0,56.2,35.0,146,None,Creditworthy
8000,36 Months,10.0,MORTGAGE,65000.0,Home Improvement,MI,22.65,Three,30839.14375,670.0,1.0,10,11.0,None,2027.0,50.7,40.0,131,None,Uncreditworthy
18000,60 Months,8.0,MORTGAGE,66000.0,Debt Consolidation,CA,17.2,None,32911.257639999996,710.0,1.0,0,12.0,None,27151.0,49.4,34.0,0,None,Creditworthy
4000,36 Months,0.0,RENT,24000.0,Home Improvement,FL,7.5,One,38397.38958,685.0,0.0,16,4.0,None,1593.0,54.9,6.0,68,None,Creditworthy
35000,60 Months,8.0,MORTGAGE,95000.0,Debt Consolidation,UT,16.85,None,35801.298610000005,680.0,1.0,46,11.0,None,17181.0,64.6,34.0,467,None,Uncreditworthy
35000,36 Months,3.0,RENT,190000.0,Debt Consolidation,CA,0.13,None,34659.31944,800.0,1.0,0,3.0,None,136.0,0.5,12.0,385,None,Creditworthy
13000,60 Months,0.5,RENT,42000.0,Debt Consolidation,RI,23.2,None,37744.48472,720.0,1.0,0,6.0,None,5085.0,24.7,26.0,284,None,Creditworthy
8000,36 Months,2.0,MORTGAGE,64000.0,Debt Consolidation,DC,12.77,None,36665.25069,720.0,1.0,0,7.0,None,7700.0,69.4,21.0,0,None,Creditworthy
10000,36 Months,9.0,MORTGAGE,106000.0,Wedding,TX,9.82,None,34944.1625,665.0,2.0,36,8.0,None,3637.0,28.4,16.0,128,None,Creditworthy
5000,36 Months,10.0,MORTGAGE,42000.0,Educationalal,AL,7.71,None,34875.045139999995,725.0,0.0,0,10.0,None,6453.0,35.1,17.0,0,None,Creditworthy
10000,36 Months,10.0,RENT,66500.0,Other,FL,19.87,None,36538.476389999996,730.0,2.0,0,11.0,None,20545.0,43.2,20.0,734,None,Creditworthy
6500,36 Months,8.0,RENT,51012.0,Debt Consolidation,CA,13.81,None,36698.33681,670.0,0.0,0,15.0,None,29212.0,63.1,25.0,91,None,Creditworthy
8000,36 Months,0.5,RENT,42000.0,Debt Consolidation,NJ,23.06,None,37911.445830000004,710.0,0.0,0,11.0,None,7554.0,63.0,21.0,520,None,Creditworthy
5800,36 Months,2.0,RENT,62550.0,Credit Card,CA,3.32,One,37039.41944,665.0,0.0,5,8.0,None,4901.0,30.8,20.0,275,None,Creditworthy
10000,36 Months,10.0,RENT,55000.0,Other,CA,11.65,One,36672.53333,740.0,0.0,1,10.0,None,4272.0,11.7,24.0,99,None,Uncreditworthy
7000,36 Months,0.5,RENT,25000.0,Debt Consolidation,NY,9.79,None,33346.34097,690.0,1.0,35,5.0,None,6355.0,65.5,12.0,537,None,Creditworthy
20000,36 Months,1.0,RENT,180000.0,Credit Card,NY,10.9,None,35183.10972,675.0,2.0,0,10.0,One,50000.0,90.3,16.0,225,None,Creditworthy
8500,60 Months,10.0,MORTGAGE,71000.0,Debt Consolidation,WI,21.62,One,35281.44792,720.0,2.0,23,10.0,None,10901.0,61.9,30.0,90,None,Creditworthy
18000,36 Months,0.5,MORTGAGE,65000.0,Debt Consolidation,GA,8.36,None,38089.10694,730.0,0.0,0,11.0,None,4768.0,37.0,21.0,494,None,Creditworthy
13450,36 Months,4.0,RENT,35000.0,Debt Consolidation,UT,19.71,None,36438.4625,690.0,1.0,0,13.0,None,18028.0,88.4,16.0,988,None,Creditworthy
16200,60 Months,4.0,RENT,55000.0,Other,CA,20.75,None,38130.443060000005,730.0,1.0,0,9.0,None,6261.0,40.9,19.0,0,None,Creditworthy
14000,36 Months,4.0,RENT,95000.0,Debt Consolidation,MI,20.48,None,35816.46875,685.0,0.0,36,6.0,None,8375.0,74.8,28.0,53,None,Creditworthy
1000,36 Months,7.0,OWN,10560.0,Major Purchase,MI,13.18,None,39060.54097,730.0,1.0,0,4.0,None,0.0,0.0,4.0,0,None,Creditworthy
8800,60 Months,1.0,RENT,35400.0,Credit Card,CA,12.68,None,38969.420139999995,725.0,0.0,0,5.0,None,379.0,10.5,7.0,501,None,Creditworthy
8500,36 Months,8.0,MORTGAGE,69383.0,Debt Consolidation,MA,22.05,None,32993.31944,690.0,1.0,59,11.0,None,33321.0,83.5,46.0,858,None,Creditworthy
4000,36 Months,2.0,RENT,41000.0,Debt Consolidation,OR,16.65,None,38256.12083,695.0,3.0,0,19.0,None,1649.0,22.6,19.0,1000,None,Uncreditworthy
12500,60 Months,10.0,MORTGAGE,90000.0,Debt Consolidation,MA,11.84,None,31299.14583,670.0,0.0,0,12.0,None,29208.0,91.6,37.0,311,None,Creditworthy
24150,36 Months,1.0,RENT,120000.0,Debt Consolidation,CA,20.15,None,35783.49306,700.0,0.0,0,11.0,None,50000.0,92.9,25.0,344,None,Creditworthy
6000,36 Months,10.0,MORTGAGE,154000.0,Major Purchase,CA,1.68,None,30000.0,790.0,1.0,0,9.0,None,277.0,0.8,45.0,0,None,Creditworthy
10000,36 Months,9.0,MORTGAGE,110000.0,Credit Card,IL,21.52,None,35749.05278,670.0,0.0,0,13.0,None,50000.0,89.3,24.0,0,None,Creditworthy
3000,60 Months,8.0,MORTGAGE,34800.0,Home Improvement,MI,0.86,None,30000.0,810.0,2.0,0,9.0,None,477.0,1.2,30.0,0,None,Creditworthy
24000,36 Months,10.0,MORTGAGE,70000.0,Other,CA,0.57,None,34470.22153,725.0,1.0,0,12.0,None,782.0,3.0,24.0,229,None,Uncreditworthy
14000,36 Months,2.0,RENT,50000.0,Debt Consolidation,NY,13.25,None,30000.0,720.0,1.0,59,9.0,None,14706.0,72.4,17.0,581,None,Creditworthy
14000,36 Months,10.0,RENT,37000.0,Debt Consolidation,TX,25.46,None,36802.440969999996,720.0,3.0,0,11.0,None,7686.0,31.6,30.0,189,None,Creditworthy
5000,36 Months,2.0,MORTGAGE,64890.0,Debt Consolidation,GA,15.17,None,38287.12986,790.0,1.0,0,17.0,None,4485.0,8.8,32.0,99,None,Creditworthy
3000,36 Months,10.0,RENT,150000.0,Debt Consolidation,CA,23.04,None,30000.0,715.0,0.0,0,8.0,None,50000.0,93.9,18.0,0,None,Creditworthy
14500,36 Months,5.0,RENT,162000.0,Debt Consolidation,CT,4.8,None,34975.48542,755.0,1.0,0,5.0,None,0.0,0.0,14.0,364,None,Creditworthy
10000,36 Months,7.0,MORTGAGE,86000.0,Major Purchase,CT,0.0,None,35779.34653,790.0,0.0,0,4.0,None,0.0,0.0,24.0,361,None,Creditworthy
19425,60 Months,7.0,MORTGAGE,90000.0,Debt Consolidation,CT,6.53,One,33399.085419999996,670.0,2.0,15,12.0,None,14975.0,85.6,33.0,264,None,Creditworthy
4800,60 Months,10.0,RENT,63624.0,Other,CA,5.68,None,35207.32917,700.0,1.0,51,2.0,None,0.0,0.0,8.0,208,None,Uncreditworthy
17400,36 Months,1.0,RENT,96000.0,Debt Consolidation,CA,21.16,None,34562.277780000004,725.0,2.0,0,15.0,None,35982.0,57.2,41.0,0,None,Creditworthy
11000,36 Months,8.0,MORTGAGE,58570.72,Credit Card,CA,10.14,None,36854.272919999996,740.0,0.0,0,7.0,None,16687.0,72.6,17.0,0,None,Creditworthy
16000,36 Months,10.0,RENT,135000.0,Credit Card,NY,10.03,None,34401.315969999996,725.0,0.0,0,9.0,None,40280.0,62.6,25.0,941,None,Creditworthy
4200,36 Months,4.0,RENT,43200.0,Debt Consolidation,CO,9.42,None,39167.17431,700.0,0.0,0,4.0,None,1713.0,55.3,6.0,357,None,Creditworthy
16000,60 Months,6.0,RENT,44000.0,Credit Card,VT,13.7,None,37174.44792,730.0,0.0,0,7.0,None,23467.0,54.4,26.0,0,None,Creditworthy
3200,36 Months,6.0,MORTGAGE,90000.0,Debt Consolidation,NY,2.13,None,33626.14306,785.0,0.0,0,6.0,None,4234.0,41.9,20.0,92,None,Creditworthy
15000,36 Months,2.0,MORTGAGE,38000.0,Debt Consolidation,AL,11.24,None,36342.190969999996,715.0,2.0,0,6.0,None,11023.0,68.9,17.0,698,None,Creditworthy
7000,36 Months,3.0,MORTGAGE,70000.0,Other,NY,17.86,None,34097.133330000004,665.0,0.0,24,10.0,None,12552.0,85.4,29.0,141,None,Creditworthy
12000,36 Months,2.0,RENT,37008.0,Debt Consolidation,AL,13.46,None,36663.41111,700.0,1.0,0,6.0,None,4800.0,94.1,24.0,64,None,Uncreditworthy
2650,36 Months,1.0,MORTGAGE,60589.0,Debt Consolidation,CA,9.31,None,36135.461110000004,705.0,0.0,0,14.0,None,11270.0,61.6,26.0,193,None,Creditworthy
